,address,company,crawl_time,description,elem_id,post_time,salary,title,url,benefits,id,mixture
119,"['Tòa nhà Thành Công, 80 Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi']",VIETTELIMEX ( A Member of Viettel Group),2021-05-30 16:49:39,"['Môi trường làm việc năng động, sáng tạo.', 'Cơ hội thử thách và phát triển', 'Chế độ đãi ngộ hướng cạnh tranh so với thị trường', 'Tham gia các dự án lớn. Phân tích và tham gia phát triển phần mềm trong lĩnhvực: Viễn thông, Y tế, Doanh nghiệp, FinTech... Các sản phẩm cung cấp cho khách hàng chủ yếu là các đơn vị trong Viettel trong nước và Quốc tế.', 'Khảo sát, thu thập, phân tích yêu cầu nghiệp vụ của khác hàng. Tìm hiểu, nắm bắt các quy trình, quy định nghiệp vụ phải tuân thủ.', 'Tài liệu hóa thành tài liệu nghiệp vụ dự án. Kiểm soát việc đáp ứng yêu cầu nghiệp vụ của ứng dụng. Đào tạo cho các thành viên dự án và những bên liên quan đều hiểu nghiệp vụ.', 'Thực hiện xây dựng wiframe và nghiệm thu Graphic Design từ đội thiết kế.', 'Nghiên cứu, đề xuất các tính năng mới cho phần mềm dựa trên nhu cầu', 'Hiểu biết về quy trình phát triển phần mềm. Có hiểu biết tốt hoặc đã thực hiện công việc ở một trong các công đoạn: phân tích thiết kế phần mềm; lập trình; Kiểm thử.', 'Hiểu biết về nhiệm vụ của người thực hiện phân tích yêu cầu. Có khả năng tìm kiếm, thu thập và tổng hợp thông tin yêu cầu nghiệp vụ của khách hàng.', 'Có kỹ năng khảo sát và thu thập yêu cầu.', 'Có khả năng viết tài liệu URD, SRS.', 'Có khả năng thiết kế Protype, WireFrame.', 'Có khản năng nghiệm thu Graphic Design.', 'Có kỹ năng SQL Cơ bản, biết xây dựng thực thể DB lưu trữ.', 'Có khả năng xây dựng chương trình, tài liệu và thực hiện đào tạo và thuyết trình, đào tạo.', 'Có ít nhất 2 năm kinh nghiệm ở vị trí BA.', 'Có kinh nghiệm về CSS,Jquery,html,javascript,bootrap... là một lợi thế.', 'Ưu tiên các ứng viên có kinh nghiệm lập trình, thiết kế CSDL', 'Ưu tiên các ứng viên có kinh nghiệm lead team']",job_82244,,You'll love it,"Business Analyst (SQL, Database)",/it-jobs/business-analyst-sql-database-viettelimex-a-member-of-viettel-group-1531/content,,119,"Business Analyst (SQL, Database) VIETTELIMEX ( A Member of Viettel Group)"
120,"['Tầng 6, Tòa Nhà Mitec, KĐT mới Cầu Giấy, Cau Giay, Ha Noi']",Beetsoft,2021-05-30 16:49:43,"['Thu nhập tương xứng với giá trị, đóng góp', 'Làm việc 5 ngày/tuần, nghỉ T7, CN', 'Môi trường làm việc cởi mở, chuyên nghiệp', 'Tham gia phát triển sản phẩm cho khách hàng Nhật Bản, Hàn Quốc, Âu Mỹ', 'Phân tích nghiệp vụ, yêu cầu người dùng, yêu cầu hệ thống.', 'Thiết kế, Code, review code, test.', 'Các công việc khác theo yêu cầu dự án', 'Có kinh nghiệm làm việc với C#.NET, ASP.NET từ 2 năm trở lên', 'Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin', 'Nắm chắc kiến thức GIT Follow, cấu trúc MVC', 'Nắm chắc kiến thức Lập trình hướng đối tượng', 'Có kinh nghiệm làm việc với Javascript, Jquery, Bootstrap.', 'Có thể sử dụng ít nhất 1 thư viện Java Script', 'Thành thạo 1 trong các hệ quản trị CSDL: SQL server, MySQL, Postgresql.', 'Lương khởi điểm hấp dẫn, tương xứng năng lực: 600USD ~ 1300USD', 'Thu nhập: 13 tháng lương/năm', 'Tiền thưởng, quà tặng vào các dịp Lễ Tết: Tết dương lịch, Quốc khánh, 30/04 - 01/05, Trung thu, Tết thiếu nhi...', 'Xét tăng lương 2 lần/năm theo năng lực và hiệu quả công việc.', 'Phụ cấp ăn trưa, đi lại (nếu nhà xa), gửi xe miễn phí', 'Được thưởng tiền Team Building (~250,000VNĐ/người/tháng) để Team ăn nhậu, giao lưu với nhau', 'Khám sức khỏe 1 lần/năm tại bệnh viện uy tín', 'Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo Luật bảo hiểm.', 'Đồng nghiệp trẻ trung, năng động, luôn hỗ trợ và giúp đỡ nhau', 'Môi trường làm việc đoàn kết, cởi mở, văn minh, công bằng', 'Các hoạt động của Công ty: Du lịch, sinh nhật, đá bóng, thể thao, vui chơi giải trí…được tổ chức thường xuyên', 'Có lộ trình phát triển nghề nghiệp Career Path rõ ràng, được tạo điều kiện để phát triển nghề nghiệp theo năng lực và mong muốn cá nhân', 'Được hưởng chế độ đào tạo công ty: nâng cao khả năng chuyên môn,\xa0kỹ năng mềm, ngoại ngữ', 'Tài trợ các khóa học, lấy chứng chỉ, nâng cao kỹ năng chuyên môn', 'Tổ chức các buổi chia sẻ nội bộ Team, Seminar toàn công ty để\xa0nâng cao\xa0kiến thức']",job_82924,,"600 - 1,300 USD",[Urgent] .NET Developer (all level),/it-jobs/urgent-05-net-dev-junior-middle-beetsoft-4951/content,,120,[Urgent] .NET Developer (all level) Beetsoft
121,"['14th floor, VTC online 18 Tam Trinh street, Hai Ba Trung, Ha Noi']",FFW Vietnam,2021-05-30 16:49:43,"['2+ years of experience, proven in the web testing area', 'Basic knowledge and understanding of Web technologies (HTML, CSS, JS, AJAX, etc.)', 'Ability to create test plan, test cases and execute test (manual&automation)', 'Effectively communicates bugs and issues to development team', 'Cross-browser and responsive testing. Use browser tools and add-ons to verify CSS and JS code', 'Testing of exports and Import\xa0 (XML, JSON,\xa0 CSV,\xa0 XLS, etc)', 'Testing of web services: SOAP and REST', 'Ability to diagnose failed test cases before opening bugs', 'Creation and maintenance of testing documents', 'Good at English written communication', 'Testing experience with Drupal projects', 'Strong experience with automation testing', 'Excellent English written and verbal communication skills', 'The latest technologies for mobile & web development for global enterprises', 'Cutting-edge collaborative software development with CI enabled platform', 'Teammates are like brothers, but they will challenge you to exceed your limits', 'The finest web dev tools to maximize your coding quality and speed', 'Attractive bonuses with high performance', 'Project Celebration Party, because we’ve been working hard']",job_81946,,"700 - 1,500 USD",QA/QC Engineer (up to 1500 USD),/it-jobs/qa-qc-engineer-up-to-1500-usd-ffw-vietnam-4739/content,,121,QA/QC Engineer (up to 1500 USD) FFW Vietnam
122,"['Tầng 17 Tháp C Toà nhà Central Point, 219 Trung Kính, Cau Giay, Ha Noi']",TomoChain Vietnam,2021-05-30 16:49:44,"['Excellent working environment', 'Annual performance-based bonus', 'Premium healthcare for staff', 'Work in TomoChain’s product team and interfacing with the Engineering, Marketing, Operation team, end-users, and other stakeholders.', 'Owner of one or a combination of products. The responsibilities include: analyzing the product’s competitive space, initiating new product features, setup timeline/ roadmap, testing functional/ usabilities, supporting end-users, brainstorming launch plan etc.', 'Background in engineering is an advantage; can also come from another background, but need to be able to read technical documents, articles.', 'Effective written (presentation) and verbal communication skills.', 'Minimum English requirement: IELTS 6.0 or equivalent.', 'Interest in crypto and blockchain technology. Prior experience is a plus. Ability to read (English) widely, and synthesize information effectively.', '1-2 years experience in product roles like product owner, product analyst, product manager, or business analysts. Exceptional candidates with a background in engineering/ design/ testing/ marketing who want to transition to a product role will also be considered.', 'Excellent working environment.', 'Working in products that have users worldwide, and globally competitive.', ""Highly competitive salary package, a 13th-month salary included with annual performance-based bonuses (Annual total bonus: up to 12 months' salary)."", 'Premium healthcare for employees.', 'Annual leave, insurance and policy following Labor Law.', 'Working time: 7.5 hours per day, 5 days per week.']",job_82713,,"1,000 - 1,500 USD",Product Associate (Business Analyst),/it-jobs/product-associate-business-analyst-tomochain-viet-nam-4315/content,"Excellent working environment, Annual performance-based bonus, Premium healthcare for staff",122,Product Associate (Business Analyst) TomoChain Vietnam
123,"['Tầng 17 Tháp C Toà nhà Central Point, 219 Trung Kính, Cau Giay, Ha Noi']",TomoChain Vietnam,2021-05-30 16:49:44,"['Excellent working environment', 'Annual performance-based bonus', 'Premium healthcare for staff', 'Work in TomoChain’s product team and interfacing with the Engineering, Marketing, Operation team, end-users, and other stakeholders.', 'Owner of one or a combination of products. The responsibilities include: analyzing the product’s competitive space, initiating new product features, setup timeline/ roadmap, testing functional/ usabilities, supporting end-users, brainstorming launch plan etc.', 'Background in engineering is an advantage; can also come from another background, but need to be able to read technical documents, articles.', 'Effective written (presentation) and verbal communication skills.', 'Minimum English requirement: IELTS 6.5 or equivalent.', 'Interest in crypto and blockchain technology. Prior experience is a plus. Ability to read (English) widely, and synthesize information effectively.', '3-4 years experience in product roles like product owner, product analyst, product manager, or business analysts. Exceptional candidates with a background in engineering/ design/ testing/ marketing who want to transition to a product role will also be considered.', 'Excellent working environment.', 'Working in products that have users worldwide, and globally competitive.', ""Highly competitive salary package, a 13th-month salary included with annual performance-based bonuses (Annual total bonus: up to 12 months' salary)."", 'Premium healthcare for employees.', 'Annual leave, insurance and policy following Labor Law.', 'Working time: 7.5 hours per day, 5 days per week.']",job_82712,,"1,500 - 2,000 USD","Product Manager (English, Blockchain)",/it-jobs/product-manager-english-blockchain-tomochain-viet-nam-4309/content,"Excellent working environment, Annual performance-based bonus, Premium healthcare for staff",123,"Product Manager (English, Blockchain) TomoChain Vietnam"
124,"['Tầng 17 Tháp C Toà nhà Central Point, 219 Trung Kính, Cau Giay, Ha Noi']",TomoChain Vietnam,2021-05-30 16:49:45,"['Excellent working environment', 'Annual performance-based bonus', 'Premium healthcare for staff', 'Develop backend systems (e.g, API, CMS) relevant to decentralized system.', 'Develop software programs from design specifications.', 'Perform code reviews, code refactors if required.', 'To be trained or self-train on new technologies', 'Plan, execute and document unit/functional/integration tests.', 'Contribute the ideas for system architecture and design decisions.', 'A minimum 2 years of experience as a back-end/full-stack engineer.', 'Proven experience in working with at least a programming language (Golang, PHP, Python, Javascript).', 'Active engagement in the open source community is an advantage.', 'Willingness to learn blockchain, new technologies, new programing languages.', 'Proven experience in a webapp framework (VueJS, React) is an advantage.', 'Proven experience with Linux, DevOps, Microservices is an advantage.', 'Excellent working environment.', 'Working in products that have users worldwide, and globally competitive.', ""Highly competitive salary package, a 13th-month salary included with annual performance-based bonuses (Annual total bonus: up to 12 months' salary)."", 'Premium healthcare for employees.', 'Annual leave, insurance and policy following Labor Law.', 'Working time: 7.5 hours per day, 5 days per week.']",job_82715,,"1,500 - 2,000 USD","Backend Fullstack Engineer (PHP, Python)",/it-jobs/backend-fullstack-engineer-php-python-tomochain-viet-nam-4303/content,"Excellent working environment, Annual performance-based bonus, Premium healthcare for staff",124,"Backend Fullstack Engineer (PHP, Python) TomoChain Vietnam"
125,"['11 Duy Tân, Cau Giay, Ha Noi']",NOVAON DIGITAL GROUP,2021-05-30 16:49:45,[],job_81942,,Up to $1500,".NET Devs (C#, ASP.NET) - Up to $1500",/it-jobs/net-devs-c-asp-net-up-to-1500-novaon-digital-group-1235/content,,125,".NET Devs (C#, ASP.NET) - Up to $1500 NOVAON DIGITAL GROUP"
126,"['Toà Nhà Viwaseen, Số 48, Đường Tố Hữu, Hà Nội, Nam Tu Liem, Ha Noi']",Tower Hanoi,2021-05-30 16:49:45,"['Chế độ đãi ngộ tương xứng năng lực và đóng góp', 'Chăm sóc sức khỏe và đời sống văn hóa tinh thần', 'Cơ hội được học hỏi, đào tạo và phát triển nhanh', 'Xây dựng và phát triển các dự án mobile game bằng Unity trên Android, iOS.', 'Cùng team lên ý tưởng và giải pháp cho các tính năng mới của game.', 'Sửa lỗi và cải thiện tính năng, hiệu suất trò chơi.', 'Phối hợp với các thành viên trong team để vận hành và tối ưu hoá sản phẩm.', 'Thành thạo ngôn ngữ lập trình C#.', 'Có kinh nghiệm ít nhất 2 năm làm game bằng Unity.', 'Đã từng tham gia phát triển và release ít nhất 1 dự án game có design & art.', 'Sử dụng thành thạo các công cụ quản lý code Git/SVN, các công cụ quản lý task, ticket.', 'Có trách nhiệm cao trong công việc, thái độ cầu tiến và ham học hỏi.', 'Yêu thích làm game và chơi game.', 'Điểm cộng:Có kỹ năng về 3D, shaders, effects.Có kinh nghiệm optimize performance trên mobile devices.', 'Có kỹ năng về 3D, shaders, effects.', 'Có kinh nghiệm optimize performance trên mobile devices.', 'Có kỹ năng về 3D, shaders, effects.', 'Có kinh nghiệm optimize performance trên mobile devices.']",job_82913,,"800 - 1,500 USD",02 Unity Game Developer (C#),/it-jobs/02-unity-game-developer-c-tower-hanoi-5206/content,,126,02 Unity Game Developer (C#) Tower Hanoi
127,"['4 Láng Hạ , Ba Dinh, Ha Noi']",Bảo hiểm Bưu điện | PTI,2021-05-30 16:49:46,"['Mức lương thỏa thuận', 'Môi trường hiện đại, năng động', 'Các chính sách đãi ngộ tốt', 'Tham gia các dự án phần mềm của công ty', 'Xây dựng kế hoạch và quản lý tiến độ lập trình theo kế hoạch', 'Thiết kế module chi tiết', 'Lập trình và tích hợp', 'Xem xét code và thử nghiệm kiểm thử', 'Viết tài liệu mô tả chức năng phần mềm', 'Hỗ trợ các vấn đề liên quan đến lập trình', 'Báo cáo và tổng hợp kết quả lập trình', 'Thực hiện các công việc khác theo sự phân công của Lãnh đạo.', 'Giới tính: Nam', 'Tối thiểu kinh nghiệm 3 năm', 'Tốt nghiệp Đại học chuyên ngành CNTT.', 'Kỹ năng công nghệ bắt buộc: Lập trình trên nền tảng .Net, MVC FrameWork, Resful API, HTML/CSS/Javascript', 'Đã từng phát triển nền tảng .Net Core là một lợi thế.', 'Có hiểu biết về Oracle là một lợi thế.', 'Có kỹ năng làm việc độc lập và theo nhóm.', 'Tiếng Anh: có khả năng đọc hiểu tài liệu.', 'Nghiêm túc, cầu tiến, chịu khó, nhiệt tình trong công việc. \uf0fc Số lượng : 4 người', 'Mức lương thỏa thuận (tùy theo năng lực)', 'Làm việc trong môi trường hiện đại, năng động, bình đẳng, phát huy tối đa khả năng chủ động và sáng tạo.', 'Các chế độ BHXH, BHYT theo quy định của nhà nước', 'Hưởng đầy đủ các chế độ theo luật lao động hiện hành và các chính sách đãi ngộ tốt', 'Chuyên nghiệp, minh bạch, trẻ trung, năng động, cởi mở, thân thiện.', 'Lãnh đạo luôn đồng hành chia sẻ, hỗ trợ nhân viên trong công việc hàng ngày.', 'Được tham gia các khóa đào tạo về nghiệp vụ bảo hiểm, nâng cao kiến thức chuyên môn và các khóa đào tạo kỹ năng mềm.', 'Được trang bị đầy đủ trang thiết bị phục vụ công việc như: máy tính, và các công cụ làm việc.', 'Được tham gia các hoạt động đoàn thể, hoạt động cộng đồng, xã hội của Tổng công ty;', 'Cơ hội được thăng tiến, luân chuyển công việc phù hợp với năng lực, sở trường;']",job_82023,,You'll love it,"05 .NET Developers (C#, ASP.NET)",/it-jobs/05-net-developers-c-asp-net-bao-hiem-buu-dien-pti-4111/content,"Mức lương thỏa thuận, Môi trường hiện đại, năng động, Các chính sách đãi ngộ tốt",127,"05 .NET Developers (C#, ASP.NET) Bảo hiểm Bưu điện | PTI"
128,"['Minh Long Tower, 17 Bà Huyện Thanh Quan, District 3, Ho Chi Minh', 'Peakview Tower, 36 Hoang Cau, Dong Da, Ha Noi']",Teko Vietnam,2021-05-30 16:49:46,"['A product company with strong engineering culture', 'Clear career path for individuals', 'Encourage citizenship and employee engagement', 'Work closely with other QC engineers, Software Engineers and BA/Product Manager to identify testing areas across the deliverable.', 'Oversee the creation and execution of test plans and testing strategy for the scrum teams.', 'Communicate status, risks and issues to manager and team members', 'Liaise with other QC engineers or QC managers and leads for overall end-to-end testing plan and ensure product go-live with high quality', 'Contribute to the planning and construction of a product system architecture, assess risks, resolve the design’s testability and address the system stability.', 'Innovate testing tools, testing technologies, testing platform, testing life cycle of product R&D, improve the testing efficiency', 'Research new technologies and new methods in testing domain, apply and promote them, improve industry influence;', 'Train and coach junior QC engineers, benefit high-performing teams (for QC Senior level).', 'Minimum of 3 years of experience as QA/QC Engineer/Tester/Automation Engineer or Software Development Engineer in Test, preferably in product company.', 'Good communication, collaboration and analytical skills', 'Perform testing of iOS, Android, Web apps and Backend APIs to ensure that product meets requirements', 'Experience with programming language such as Python, Java, Shell is plus', 'Experience with RESTful API test, performance test, black box and white box testing', 'Understanding of database concepts and queries (MySQL,...)', 'Experience with Agile environment', 'Negotiable salary according to qualification (13th-month salary + performance bonus);', '02 months probation with 100% of Gross salary;', 'The working environment is open, energetic and professional. More opportunities for career promotion;', 'Free Food & Drink: lunch, fresh fruit/cake, coffee&tea;', 'Premium healthcare: full benefit with social insurance, annual health check and attractive Generali healthcare coverage under the company’s own policy;', 'Employee Relationship: company trip, team bonding & sport club;', 'Leave Paid: 12 days for annual leave & 6 days for sick leave (max 18 days)', 'Working time: Monday to Friday (8:30 AM – 5:30 PM).', 'Know how we work: vnlife.vn , teko.vn , \xa0tekoventures.vn', 'Know how we hire: teko.vn/howwehire']",job_82909,,You'll love it,QC/Test Engineer (mobile/web App/ API),/it-jobs/qc-test-engineer-mobile-web-app-api-teko-vietnam-3631/content,,128,QC/Test Engineer (mobile/web App/ API) Teko Vietnam
129,"['39 Street 9, Van Phuc City, Ward Hiep Binh Phuoc, Thu Duc, Ho Chi Minh', 'Ha Noi city, Other, Ha Noi']",Cloud Connect Technology Company Limited,2021-05-30 16:49:47,"['Attractive salary up to $2000', 'Onboard opportunity', 'Working directly with foreign partner/ colleague', 'Understanding of customer card configuration requirements', 'Working with chip card structures based on requirements (CARF) and application(s) specifications', 'Produce sample cards using desktop system', 'Perform cards testing using Collis and Barnes PVT tools', 'Maintain cards test library and documentation', 'Configure and test production personalization/initialization systems', 'Set-up and support cards testing tools (Barnes)', 'Maintain / Develop / Intergate various data preparation/personalization tools', 'Act as back-up for key administration role', 'Second level of production support related to cards personalization', 'Other duties as assigned by Manager or Team Lead', 'Knowledge of GlobalPlatform Card Specification', 'Understanding of EMV Integrated Circuit Card Specifications for Payment Systems', 'Knowledge of EMV CPV tools (Barnes,Collis)', 'Understanding of Authentication and Cryptographic and Hashing technologies (RSA/PKI/CRT,3DES/AES,etc.);', 'Seniour knowledge of programming languages C++ and C#, SQL', 'Knowlage of various interprocess communication techniques', 'Good communication skills', 'Open and creative mindset; comfortable with uncertainty, changing and fast paced environment;', 'Excellent verbal and written communication skills is required', 'Ability to work well in a team environment is required', 'Ability to manage competing priorities across multiple projects is required', 'Must be able to work against deadlines and outside regular office hours when the need arises', 'University degree is a must (computer science or computer engineering)', 'At times, may be required to work evening or weekends to meet deadlines.', 'Attractive salary up to $2000', 'Onboard opportunity', 'Working directly with foreign partner/ colleague']",job_82173,,Up to $2000,"Senior EMV Developer (C++, C#, SQL)",/it-jobs/senior-emv-developer-c-c-sql-cloud-connect-technology-company-limited-2859/content,,129,"Senior EMV Developer (C++, C#, SQL) Cloud Connect Technology Company Limited"
130,"['161A Phan Dang Luu, Phu Nhuan, Ho Chi Minh', '-, Tay Ho, Ha Noi']",BOCASAY,2021-05-30 16:49:47,"['Project and working atmosphere', 'Work-life balance', 'Many salary supplements and benefits are available', 'Working with the Software Project Management on project planning activities throughout the lifetime of the project.', 'Redesign the architecture of an existing media broadcasting system.', 'Collaborate with other team members to implement and rebuild the system from scratch.', 'Ensure the best possible performance, quality, and responsiveness of the product', 'Acting as a team lead for Viet Nam team.', 'Graduated in Computer Science or related field is preferred;', 'At least 2 years of relevant work experience.', 'Profound experience and best practices with Java / Springboot', 'Deep understand of using SQL (either Postgres or MySQL is fine)', 'Some experience in using Angular to build the UI is a big plus.', 'Advantageous to have knowledge in management and Agile method (Scrum & Kanban);', 'Very competent in English ability (speaking & writing);', 'Reliable and comfortable to collaborate in a team;', 'Strong learning capabilities both for technical and functional aspects.', 'Competitive salary', 'Flexible working environment', 'Encourage people to be lead & push new ideas forward in our small teams', 'Social/Health/Unemployment Insurances are fully levied on the salary', '15 days of annual leave', '13th salary is paid before the Lunar New Year', 'PVI Healthcare Insurance', 'Loyalty bonus (10-year scheme)', 'Training & study sponsorship', 'Tons of fun & exciting team activities: annual company trip, monthly BBQ night, happy hours, etc.', 'And much more...!']",job_82220,,"Up to 3,000 usd","Java Senior Developer (SQL, Angular)",/it-jobs/java-leader-springboot-angular-bocasay-2009/content,,130,"Java Senior Developer (SQL, Angular) BOCASAY"
131,"['BCONS TOWER 2 - 42/1 Ung Van Khiem Street, Ward 25, Binh Thanh, Ho Chi Minh', '82 Duy Tan, Dich Vong Hau Ward, Cau Giay, Ha Noi']",Fetch Technology,2021-05-30 16:49:48,"['Work in a young, dynamic and motivated environment', 'Very Competitive Salary. Yearly Pay Increment.', 'Work with the projects aboard - Singapore, US', 'Developer to maintain and develop online services.', 'Work closely with the product development team to improve our platforms and contribute feature ideas and designs (visual & conceptual).', 'Participate in user testing on production.', 'Performing support, identifying & fixing bottlenecks & bugs.', '4+ years of software development experience (with at least 2 years in Ruby on Rails).', 'Good UI/UX design sense and able to develop designs in HTML/CSS/JS.', 'Strong aptitude towards testing, preferably with frameworks such as RSpec.', 'Good understanding of source-code versioning tools such as Git, SVN, or others.', 'Experience with development in the cloud (preferably AWS).', 'Experience with using & developing RESTful APIs.', 'Pedantic about software engineering best practices: code formatting, refactoring, easy to maintain etc.', 'Able to communicate by English.', 'Onsite Singapore opportunity.', 'MacBook for working.', 'Attractive salary and annual salary review', 'Working in a professional, friendly, well-equipped environment both with foreigners and Vietnamese.', 'Extensive on job training, you will always have a chance to work with new emerging technologies.', 'Full social insurance, health insurance & unemployment insurance according to Vietnam Labor Law.', '12-day annual leave per year.', '13th month salary.', 'Premium Health Care.', 'Enjoy diversified activities: Team dinner, Team-building, Company trip, Play Game (PlayStation, board games), Play Sport (Football, Badminton...).']",job_81921,,"1,500 - 3,000 USD","8-10 Ruby on Rails Dev (mid, sr, leader)",/it-jobs/ruby-on-rails-dev-mid-sr-leader-fetch-technology-4830/content,,131,"8-10 Ruby on Rails Dev (mid, sr, leader) Fetch Technology"
132,"['Tầng S, Tòa nhà ARTEMIS, Số 3 Lê Trọng Tấn, Thanh Xuan, Ha Noi']",AWING,2021-05-30 16:49:48,"['Thời gian làm việc thoải mái', 'Nhiều cơ hội phát triển', 'Xét tăng lương 6 tháng / lần']",job_82189,,You'll love it,QA/Tester (Agile),/it-jobs/qa-tester-agile-awing-5741/content,"Thời gian làm việc thoải mái, Nhiều cơ hội phát triển, Xét tăng lương 6 tháng / lần",132,QA/Tester (Agile) AWING
133,"['Số 22 Thành Công, Ba Dinh, Ha Noi']",NovaEdu,2021-05-30 16:49:48,"['Có nhiệt huyết tuổi trẻ, dám xông pha', 'Mong muốn góp phần nâng cao chất lượng nhân lực', 'Cầu thị, khát vọng làm được điều gì đó trong đời']",job_82845,,You'll love it,Trưởng Phòng IT (PHP/Laravel/Wordpress),/it-jobs/truong-phong-it-php-laravel-wordpress-novaedu-0007/content,,133,Trưởng Phòng IT (PHP/Laravel/Wordpress) NovaEdu
134,"['Tower 2 (T26) Times City, 458 Minh Khai, Hai Ba Trung, Ha Noi']",One Mount Group,2021-05-30 16:49:49,"['VERY ATTRACTIVE SALARY', 'Awesome working environment', 'High technology', 'Experience and deep understanding with relational SQL, NoSQL. MySQL, PostgreSQL, MSSQL, Oracle…Non-Relational/Document: MongoDB, Elasticsearch…', 'Non-Relational/Document: MongoDB, Elasticsearch…', 'Advanced SQL + data modeling (Dimensional, 3NF or Data Vault) + Modern Data Warehouse design', 'Develop, test and deploy data pipeline design, experience with ETL frameworks/tools, Airflow (or similar DAG), Spark', 'Experience developing on Delta Lake and/or Iceberg storage layers', 'Work with different types of source systems sql/NoSQL/document-based, structured/semi-structured/unstructured, batch, near-realtime and real-time,...)', 'Experience with developing and deploying CI/CD pipelines', 'Software engineering skills, Git, IDEs, Python/Scala/Java', 'Applying software engineering processes to data engineering', 'Nice to have:Infrastructure as Code: ProvisioningCloud developer or architect experience (GCP/AWS/Azure)', 'Infrastructure as Code: Provisioning', 'Cloud developer or architect experience (GCP/AWS/Azure)', 'Non-Relational/Document: MongoDB, Elasticsearch…', 'Infrastructure as Code: Provisioning', 'Cloud developer or architect experience (GCP/AWS/Azure)', 'Retail, Housing, Supply Chain or Financial Services', 'Data modelling and data warehousing in general', 'Advanced experience with SQL and manipulating large data sets', 'Ability to perform basic statistical analysis, visualization to inform business decisions', 'Nice to have: Visualisation with tools: Power BI, Tableau etc…', '13th salary, rewards for achievements, initiatives and good deeds', 'Annual leave: 15 – 20 working days/year and', 'Other leaves/public holidays Providing customized training courses according to business needs and upon your request.']",job_82129,,You'll love it,Data & Analytics Engineer (Python/Java),/it-jobs/data-analytics-engineer-python-java-one-mount-group-1034/content,"VERY ATTRACTIVE SALARY, Awesome working environment, High technology",134,Data & Analytics Engineer (Python/Java) One Mount Group
135,"['24 Hoàng Quốc Việt, Cau Giay, Ha Noi']",GVN Technology,2021-05-30 16:49:49,"['Cơ hội làm Product, dự án lớn với KH Nhật Bản', 'Phúc lợi tốt, có thưởng dự án', 'Cơ hội onsite Nhật Bản', 'Trên 1 năm kinh nghiệm làm Mobile developer(IOS, Android), có kinh nghiệm làm Flutter', 'Có kiến thức (Dart + Java/Kotlin/Swift/ Objective-C)', 'Có kiến thức tốt về OOP, Data Structures, Algorithm, UI/UX.', 'Có kinh nghiệm làm việc với Back-end Restful API.', 'Có kinh nghiệm làm việc trên hệ thống quản lý source code Git.', 'Kỹ năng phân tích tình huống và xử lý vấn đề.', 'Yêu cầu khả năng làm việc nhóm và tinh thần chịu trách nhiệm cao.', 'Khả năng tự học hỏi và tính tự giác cao.', 'Môi trường trẻ trung, có nhiều cơ hội thăng tiến và phát triển bản thân', 'Công ty luôn tạo điều kiện tài trợ các khóa học cho nhân viên nâng cao trình độ', 'Có cơ hội phái cử sang Nhật Bản.', 'Năm review lương 2 lần, thưởng lương T13 và các ngày Lễ, Tết trong năm', 'Đóng BHXH, BHYT, được nghỉ T7-CN và các ngày Lễ, Tết.', 'Được du lịch và khám bệnh định kỳ miễn phí', 'Công ty có các CLB bóng đá, CLB game, CLB tự học Tiếng Anh…..', 'Có nhiều hoạt động hàng tuần, hàng tháng cực thú vị và bổ ích để phát triển kỹ năng mềm.']",job_82196,,You'll love it,Flutter Developer (Android/iOS),/it-jobs/flutter-developer-android-ios-gvn-technology-1710/content,,135,Flutter Developer (Android/iOS) GVN Technology
